Category,Word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
3. Animals (41),Mouse,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
3. Animals (41),Sparrow,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
3. Animals (41),Elephant,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
3. Animals (41),Rabbit,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
3. Animals (41),Penguin,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
3. Animals (41),Hippopotamus,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
3. Animals (41),Tiger,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Bag,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Shoes/Dress Shoes,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Diaper,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Button,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Hat,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Necklace,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Pants,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Scarf,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Shoes,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Socks,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Clothes,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Sneakers,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Jacket,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Pajamas,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Gloves,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Pocket,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Skirt,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Coat,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Underwear,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
4. Clothes (20),Belt,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.
5. Furniture (21),Stairs,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Cannot be counted.,Can be counted.,Can be counted.,I don't know/It's hard to say,Can be counted.
5. Furniture (21),Refrigerator,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.,Can be counted.
